1	0.1267889825006326
2	0.1058533572488361
3	0.07306981749004787
4	0.05124530361758338
5	0.04252896426866452
6	0.04132498904234833
7	0.030061641501055822
8	0.04112860581113233
9	0.0280973082408309
10	0.016927414573729038
11	0.016124831305609807
12	0.022503667511045933
13	0.01917990597171916
14	0.016087297143207654
15	0.015358275268226862
16	0.017051805121203262
17	0.015027238676945368
18	0.014994287139011754
19	0.014045831126471361
20	0.00867432624929481
21	0.01167101071526607
22	0.019766330615513854
23	0.009768469776544306
24	0.011139268935140636
25	0.01410909892163343
26	0.012566249765869644
27	0.011905947958843576
28	0.010067079837123552
29	0.014761379816465907
30	0.012257992031259669
31	0.010425222830639945
32	0.013688309583812952
33	0.014141728687617514
34	0.008770986511889432
35	0.008277077331311174
36	0.012426387880825333
37	0.009920169340653552
38	0.014137123504446613
39	0.010139399156388309
40	0.012949030277215771
41	0.011043394657058848
42	0.011525004067354731
43	0.012422784852484861
44	0.010674548231893115
45	0.01337061905198627
46	0.00984190171584487
47	0.010673436905360885
48	0.012292248403860463
49	0.011135684895432658
50	0.01184566080984142
